,Owner,Team,League,Recipient,Amount,Election Year,Party
2276,Ray C. Davis,Texas Rangers,MLB,RIGHT TO RISE USA,100000,2016,Republican
2277,Ray C. Davis,Texas Rangers,MLB,BRADY VICTORY FUND,10000,2018,Republican
2278,Ray C. Davis,Texas Rangers,MLB,TEAM RYAN,10000,2018,Republican
2279,Ray C. Davis,Texas Rangers,MLB,THE CONGRESSMAN JOE BARTON COMMITTEE,5400,2016,Republican
2280,Ray C. Davis,Texas Rangers,MLB,"RYAN FOR CONGRESS, INC.",5400,2018,Republican
2281,Ray C. Davis,Texas Rangers,MLB,SCOTT TAYLOR FOR CONGRESS,5400,2018,Republican
2282,Ray C. Davis,Texas Rangers,MLB,THE CONGRESSMAN JOE BARTON COMMITTEE,5000,2018,Republican
2283,Ray C. Davis,Texas Rangers,MLB,SCOTT TAYLOR FOR SENATE,5000,2020,Republican
2284,Ray C. Davis,Texas Rangers,MLB,ROGER WILLIAMS FOR U.S. CONGRESS COMMITTEE,2800,2020,Republican
2285,Ray C. Davis,Texas Rangers,MLB,JEB 2016. INC.,2700,2016,Republican
2286,Ray C. Davis,Texas Rangers,MLB,TEXANS FOR SENATOR JOHN CORNYN INC.,2700,2018,Republican
2287,Ray C. Davis,Texas Rangers,MLB,TAYLOR FOR CONGRESS 2020,2200,2020,Republican
2288,Richard Childress,Richard Childress Racing,NASCAR,GROWTH ENERGY PAC,10000,2020,Bipartisan
2289,Richard Childress,Richard Childress Racing,NASCAR,POET PAC,10000,2020,Bipartisan
2290,Richard Childress,Richard Childress Racing,NASCAR,GROWTH ENERGY PAC,7500,2016,Bipartisan
2291,Richard Childress,Richard Childress Racing,NASCAR,GROWTH ENERGY PAC,7500,2018,Bipartisan
2292,Richard Childress,Richard Childress Racing,NASCAR,HUDSON FOR CONGRESS,5600,2020,Republican
2293,Richard Childress,Richard Childress Racing,NASCAR,HUDSON FOR CONGRESS,5400,2016,Republican
2294,Richard Childress,Richard Childress Racing,NASCAR,SCOTT WALKER INC,5400,2016,Republican
2295,Richard Childress,Richard Childress Racing,NASCAR,HUDSON FOR CONGRESS,5400,2018,Republican
2296,Richard Childress,Richard Childress Racing,NASCAR,NORTH CAROLINA REPUBLICAN PARTY,5000,2016,Republican
2297,Richard Childress,Richard Childress Racing,NASCAR,FIRST IN FREEDOM PAC,5000,2018,Republican
2298,Richard Childress,Richard Childress Racing,NASCAR,TEAM RYAN,5000,2018,Republican
2299,Richard Childress,Richard Childress Racing,NASCAR,TED BUDD FOR CONGRESS,5000,2018,Republican
2300,Richard Childress,Richard Childress Racing,NASCAR,FIRST IN FREEDOM PAC,5000,2020,Republican
2301,Richard Childress,Richard Childress Racing,NASCAR,VIRGINIA FOXX FOR CONGRESS,4700,2018,Republican
2302,Richard Childress,Richard Childress Racing,NASCAR,FRIENDS OF KIP TOM,2700,2016,Republican
2303,Richard Childress,Richard Childress Racing,NASCAR,GREG FOR MONTANA,2700,2018,Republican
2304,Richard Childress,Richard Childress Racing,NASCAR,TROY DOWNING FOR US SENATE,2700,2018,Republican
2305,Richard Childress,Richard Childress Racing,NASCAR,BISHOP FOR CONGRESS,1000,2020,Republican
2306,Richard Childress,Richard Childress Racing,NASCAR,MARINO FOR CONGRESS,500,2016,Republican
2307,Richard L. Monfort,Colorado Rockies,MLB,COLORADO REPUBLICAN COMMITTEE,10000,2016,Republican
2308,Richard L. Monfort,Colorado Rockies,MLB,COLORADO REPUBLICAN COMMITTEE,10000,2018,Republican
2309,Richard L. Monfort,Colorado Rockies,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,5000,2020,Bipartisan
2310,Richard L. Monfort,Colorado Rockies,MLB,JON KEYSER FOR SENATE,3700,2016,Republican
2311,Richard L. Monfort,Colorado Rockies,MLB,DEB FISCHER FOR US SENATE,2700,2018,Republican
2312,Richard L. Monfort,Colorado Rockies,MLB,FRIENDS OF JOHN MCCAIN INC,1000,2016,Republican
2313,Richard L. Monfort,Colorado Rockies,MLB,BRADY FOR CONGRESS,1000,2018,Republican
2314,Richard L. Monfort,Colorado Rockies,MLB,CORY GARDNER FOR SENATE,1000,2018,Republican
2315,Richard L. Monfort,Colorado Rockies,MLB,HOUSE CD6,1000,2020,Republican
2316,Richard Petty,Richard Petty Motorsports,NASCAR,NORTH CAROLINA REPUBLICAN PARTY,1000,2016,Republican
2317,Rick Hendrick,Hendrick Motorsports,NASCAR,HUDSON FREEDOM FUND,25000,2018,Republican
2318,Rick Hendrick,Hendrick Motorsports,NASCAR,TEAM RYAN,25000,2018,Republican
2319,Rick Hendrick,Hendrick Motorsports,NASCAR,TEAM HUDSON,25000,2020,Republican
2320,Rick Hendrick,Hendrick Motorsports,NASCAR,NRCC,14600,2016,Republican
2321,Rick Hendrick,Hendrick Motorsports,NASCAR,HUDSON FREEDOM FUND,10000,2018,Republican
2322,Rick Hendrick,Hendrick Motorsports,NASCAR,THOM TILLIS COMMITTEE,5600,2020,Republican
2323,Rick Hendrick,Hendrick Motorsports,NASCAR,HUDSON FOR CONGRESS,5400,2016,Republican
2324,Rick Hendrick,Hendrick Motorsports,NASCAR,HUDSON FOR CONGRESS,5400,2018,Republican
2325,Rick Hendrick,Hendrick Motorsports,NASCAR,NATIONAL AUTOMOBILE DEALERS ASSOCIATION POLITICAL ACTION COMMITTEE,5000,2016,"Bipartisan, but mostly Republican"
2326,Rick Hendrick,Hendrick Motorsports,NASCAR,FIRST IN FREEDOM PAC,5000,2018,Republican
2327,Rick Hendrick,Hendrick Motorsports,NASCAR,FIRST IN FREEDOM PAC,5000,2018,Republican
2328,Rick Hendrick,Hendrick Motorsports,NASCAR,NATIONAL AUTOMOBILE DEALERS ASSOCIATION POLITICAL ACTION COMMITTEE,2500,2018,"Bipartisan, but mostly Republican"
2329,Rick Hendrick,Hendrick Motorsports,NASCAR,NATIONAL AUTOMOBILE DEALERS ASSOCIATION POLITICAL ACTION COMMITTEE,2500,2020,"Bipartisan, but mostly Republican"
2330,Rick Hendrick,Hendrick Motorsports,NASCAR,FRIENDS OF PATRICK MURPHY,1000,2016,Democrat
2331,Rob Manfred,Commissioner,MLB,AUGUST WOLF FOR SENATE,2700,2016,Republican
2332,Rob Manfred,Commissioner,MLB,STAPLETON VICTORY FUND,2500,2018,Republican
2333,Robert H. Castellini,Cincinnati Reds,MLB,SENATE LEADERSHIP FUND,225000,2016,Republican
2334,Robert H. Castellini,Cincinnati Reds,MLB,OUR PRINCIPLES PAC,150000,2016,Republican
2335,Robert H. Castellini,Cincinnati Reds,MLB,REPUBLICAN NATIONAL COMMITTEE,112400,2016,Republican
2336,Robert H. Castellini,Cincinnati Reds,MLB,CONGRESSIONAL LEADERSHIP FUND,100000,2018,Republican
2337,Robert H. Castellini,Cincinnati Reds,MLB,SENATE LEADERSHIP FUND,75000,2018,Republican
2338,Robert H. Castellini,Cincinnati Reds,MLB,REPUBLICAN NATIONAL COMMITTEE,70000,2018,Republican
2339,Robert H. Castellini,Cincinnati Reds,MLB,REPUBLICAN NATIONAL COMMITTEE,70000,2020,Republican
2340,Robert H. Castellini,Cincinnati Reds,MLB,BOEHNER FOR SPEAKER,50000,2016,Republican
2341,Robert H. Castellini,Cincinnati Reds,MLB,CONGRESSIONAL LEADERSHIP FUND,50000,2016,Republican
2342,Robert H. Castellini,Cincinnati Reds,MLB,AYOTTE VICTORY COMMITTEE,25000,2016,Republican
2343,Robert H. Castellini,Cincinnati Reds,MLB,FIGHTING FOR OHIO FUND,25000,2016,Republican
2344,Robert H. Castellini,Cincinnati Reds,MLB,RUBIO VICTORY COMMITTEE,25000,2016,Republican
2345,Robert H. Castellini,Cincinnati Reds,MLB,TAKE BACK THE HOUSE 2020,25000,2020,Republican
2346,Robert H. Castellini,Cincinnati Reds,MLB,OHIO REPUBLICAN PARTY STATE CENTRAL & EXECUTIVE COMMITTEE,20000,2016,Republican
2347,Robert H. Castellini,Cincinnati Reds,MLB,PORTMAN VICTORY COMMITTEE,20000,2016,Republican
2348,Robert H. Castellini,Cincinnati Reds,MLB,JOHN BOLTON SUPER PAC,10000,2016,Republican
2349,Robert H. Castellini,Cincinnati Reds,MLB,REPUBLICAN PARTY OF KENTUCKY,10000,2016,Republican
2350,Robert H. Castellini,Cincinnati Reds,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,10000,2016,Bipartisan
2351,Robert H. Castellini,Cincinnati Reds,MLB,JOHN BOLTON SUPER PAC,10000,2018,Republican
2352,Robert H. Castellini,Cincinnati Reds,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,10000,2018,Bipartisan
2353,Robert H. Castellini,Cincinnati Reds,MLB,NRSC,10000,2020,Republican
2354,Robert H. Castellini,Cincinnati Reds,MLB,REPUBLICAN PARTY OF KENTUCKY,10000,2020,Republican
2355,Robert H. Castellini,Cincinnati Reds,MLB,"RIGHT TO RISE PAC, INC.",8682,2016,Republican
2356,Robert H. Castellini,Cincinnati Reds,MLB,COLLINS FOR SENATOR,5600,2020,Republican
2357,Robert H. Castellini,Cincinnati Reds,MLB,STEVE CHABOT FOR CONGRESS,5600,2020,Republican
2358,Robert H. Castellini,Cincinnati Reds,MLB,CARLOS CURBELO CONGRESS,5400,2016,Republican
2359,Robert H. Castellini,Cincinnati Reds,MLB,RICK SCOTT FOR FLORIDA,5400,2018,Republican
2360,Robert H. Castellini,Cincinnati Reds,MLB,STEVE CHABOT FOR CONGRESS,5400,2018,Republican
2361,Robert H. Castellini,Cincinnati Reds,MLB,PORTMAN FOR SENATE COMMITTEE,5400,2020,Republican
2362,Robert H. Castellini,Cincinnati Reds,MLB,STEVE CHABOT FOR CONGRESS,5300,2016,Republican
2363,Robert H. Castellini,Cincinnati Reds,MLB,WENSTRUP FOR CONGRESS,5200,2016,Republican
2364,Robert H. Castellini,Cincinnati Reds,MLB,PERDUE FOR SENATE,5200,2018,Republican
2365,Robert H. Castellini,Cincinnati Reds,MLB,PORTMAN-OHIO VICTORY COMMITTEE,5000,2016,Republican
2366,Robert H. Castellini,Cincinnati Reds,MLB,JONI FOR IOWA,5000,2018,Republican
2367,Robert H. Castellini,Cincinnati Reds,MLB,PROMOTING OUR REPUBLICAN TEAM PAC,5000,2018,Republican
2368,Robert H. Castellini,Cincinnati Reds,MLB,CINCINNATUS PAC,5000,2018,Democrat
2369,Robert H. Castellini,Cincinnati Reds,MLB,"TEAM GRAHAM, INC.",5000,2020,Republican
2370,Robert H. Castellini,Cincinnati Reds,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,5000,2020,Bipartisan
2371,Robert H. Castellini,Cincinnati Reds,MLB,MCSALLY FOR SENATE INC,2800,2020,Republican
2372,Robert H. Castellini,Cincinnati Reds,MLB,ROGER WILLIAMS FOR U S CONGRESS COMMITTEE,2800,2020,Republican
2373,Robert H. Castellini,Cincinnati Reds,MLB,WENSTRUP FOR CONGRESS,2800,2020,Republican
2374,Robert H. Castellini,Cincinnati Reds,MLB,FRIENDS OF JOE HECK,2700,2016,Republican
2375,Robert H. Castellini,Cincinnati Reds,MLB,FRIENDS OF PAT TOOMEY,2700,2016,Republican
2376,Robert H. Castellini,Cincinnati Reds,MLB,FRIENDS OF ROY BLUNT,2700,2016,Republican
2377,Robert H. Castellini,Cincinnati Reds,MLB,"FRIENDS OF TODD YOUNG, INC.",2700,2016,Republican
2378,Robert H. Castellini,Cincinnati Reds,MLB,KASICH FOR AMERICA INC,2700,2016,Republican
2379,Robert H. Castellini,Cincinnati Reds,MLB,SCOTT WALKER INC,2700,2016,Republican
2380,Robert H. Castellini,Cincinnati Reds,MLB,THE RICHARD BURR COMMITTEE,2700,2016,Republican
2381,Robert H. Castellini,Cincinnati Reds,MLB,LEAH FOR SENATE,2700,2018,Republican
2382,Robert H. Castellini,Cincinnati Reds,MLB,MCSALLY FOR SENATE INC,2700,2018,Republican
2383,Robert H. Castellini,Cincinnati Reds,MLB,STEIL VICTORY FUND,2700,2018,Republican
2384,Robert H. Castellini,Cincinnati Reds,MLB,YOUNG HOOSIER VICTORY FUND,2700,2018,Republican
2385,Robert H. Castellini,Cincinnati Reds,MLB,MARSHA FOR SENATE,2500,2018,Republican
2386,Robert H. Castellini,Cincinnati Reds,MLB,TEAM RICK SCOTT,2500,2020,Republican
2387,Robert H. Castellini,Cincinnati Reds,MLB,ISAKSON VICTORY COMMITTEE,2000,2016,Republican
2388,Robert H. Castellini,Cincinnati Reds,MLB,KLINE FOR CONGRESS,1000,2016,Republican
2389,Robert H. Castellini,Cincinnati Reds,MLB,ALASKANS FOR DAN SULLIVAN,1000,2020,Republican
2390,Robert H. Castellini,Cincinnati Reds,MLB,STEIL VICTORY FUND,1000,2020,Republican
2391,Robert H. Castellini,Cincinnati Reds,MLB,"YOUNG FOR IOWA, INC.",1000,2020,Republican
2392,Robert H. Castellini,Cincinnati Reds,MLB,CLAUDIA TENNEY FOR CONGRESS,500,2018,Republican
2393,Robert H. Castellini,Cincinnati Reds,MLB,AMERICANS FOR PARNELL COMMITTEE,500,2020,Republican
2394,Robert H. Castellini,Cincinnati Reds,MLB,"ANDY BARR FOR CONGRESS, INC.",500,2020,Republican
2395,Robert Kraft,New England Patriots,NFL,GRIDIRON-PAC,10000,2018,Bipartisan
2396,Robert Kraft,New England Patriots,NFL,GRIDIRON-PAC,5000,2016,Bipartisan
2397,Robert Kraft,New England Patriots,NFL,EXPERIENCED LEADERSHIP MATTERS PAC,5000,2020,Democrat
2398,Robert Kraft,New England Patriots,NFL,GRIDIRON-PAC,5000,2020,Bipartisan
2399,Robert Kraft,New England Patriots,NFL,LANGEVIN FOR CONGRESS,1000,2016,Democrat
2400,Robert Plummer,Los Angeles Dodgers,MLB,TRUMP VICTORY,2800,2020,Republican
2401,Robert Sarver,"Phoenix Suns, Phoenix Mercury","NBA, WNBA",DEFENDARIZONA,25000,2018,Republican
2402,Robert Sarver,"Phoenix Suns, Phoenix Mercury","NBA, WNBA",FLAKE VICTORY COMMITTEE,25000,2018,Republican
2403,Robert Sarver,"Phoenix Suns, Phoenix Mercury","NBA, WNBA",MCCARTHY VICTORY FUND,10000,2016,Republican
2404,Robert Sarver,"Phoenix Suns, Phoenix Mercury","NBA, WNBA",SCHWEIKERT VICTORY COMMITTEE,10000,2016,Republican
2405,Robert Sarver,"Phoenix Suns, Phoenix Mercury","NBA, WNBA",THE DESERT CAUCUS,10000,2016,Bipartisan
2406,Robert Sarver,"Phoenix Suns, Phoenix Mercury","NBA, WNBA",THE DESERT CAUCUS,10000,2018,Bipartisan
2407,Robert Sarver,"Phoenix Suns, Phoenix Mercury","NBA, WNBA",AMERICANS FOR TOMORROW'S FUTURE,10000,2020,
2408,Robert Sarver,"Phoenix Suns, Phoenix Mercury","NBA, WNBA",THE DESERT CAUCUS,10000,2020,Bipartisan
2409,Robert Sarver,"Phoenix Suns, Phoenix Mercury","NBA, WNBA",MCSALLY FOR SENATE INC,5600,2020,Republican
2410,Robert Sarver,"Phoenix Suns, Phoenix Mercury","NBA, WNBA",JEFF FLAKE FOR US SENATE INC,5400,2016,Republican
2411,Robert Sarver,"Phoenix Suns, Phoenix Mercury","NBA, WNBA",MCSALLY FOR CONGRESS,5400,2016,Republican
2412,Robert Sarver,"Phoenix Suns, Phoenix Mercury","NBA, WNBA",FRIENDS OF JOHN MCCAIN INC,5400,2016,Republican
2413,Robert Sarver,"Phoenix Suns, Phoenix Mercury","NBA, WNBA",FRIENDS OF JOHN BARRASSO,5400,2018,Republican
2414,Robert Sarver,"Phoenix Suns, Phoenix Mercury","NBA, WNBA",MCSALLY FOR SENATE INC,5400,2018,Republican
2415,Robert Sarver,"Phoenix Suns, Phoenix Mercury","NBA, WNBA",KYRSTEN SINEMA FOR CONGRESS,5300,2016,Democrat
2416,Robert Sarver,"Phoenix Suns, Phoenix Mercury","NBA, WNBA",MCSALLY FOR CONGRESS,2700,2018,Republican
2417,Robert Sarver,"Phoenix Suns, Phoenix Mercury","NBA, WNBA",SINEMA FOR ARIZONA,2700,2018,Democrat
2418,Robert Sarver,"Phoenix Suns, Phoenix Mercury","NBA, WNBA",MANCHIN FOR WEST VIRGINIA,2500,2018,Democrat
2419,Rocky Wirtz,Chicago Blackhawks,NHL,RIGHT TO RISE USA,25000,2016,Republican
2420,Rocky Wirtz,Chicago Blackhawks,NHL,GRAHAM VICTORY 2020,10300,2020,Republican
2421,Rocky Wirtz,Chicago Blackhawks,NHL,TRUMP VICTORY,10000,2016,Republican
2422,Rocky Wirtz,Chicago Blackhawks,NHL,NATIONAL BEER WHOLESALERS ASSOCIATION PAC,10000,2016,Bipartisan
2423,Rocky Wirtz,Chicago Blackhawks,NHL,WINE AND SPIRITS WHOLESALERS OF AMERICA INC PAC,10000,2016,Bipartisan
2424,Rocky Wirtz,Chicago Blackhawks,NHL,NATIONAL BEER WHOLESALERS ASSOCIATION PAC,10000,2020,Bipartisan
2425,Rocky Wirtz,Chicago Blackhawks,NHL,WINE AND SPIRITS WHOLESALERS OF AMERICA INC PAC ,10000,2020,Bipartisan
2426,Rocky Wirtz,Chicago Blackhawks,NHL,"TEAM GRAHAM, INC",5600,2020,Republican
2427,Rocky Wirtz,Chicago Blackhawks,NHL,UNIVERSITY PUBLIC ISSUES COMMITTEE,5000,2018,"Bipartisan, but mostly Democratic"
2428,Rocky Wirtz,Chicago Blackhawks,NHL,NATIONAL BEER WHOLESALERS ASSOCIATION PAC,5000,2018,Bipartisan
2429,Rocky Wirtz,Chicago Blackhawks,NHL,"WINE AND SPIRITS WHOLESALERS OF AMERICA, INC PAC",5000,2018,Bipartisan
2430,Rocky Wirtz,Chicago Blackhawks,NHL,ROSKAM FOR CONGRESS COMMITTEE,3700,2018,Republican
2431,Rocky Wirtz,Chicago Blackhawks,NHL,DOLD FOR CONGRESS,3354,2016,Republican
2432,Rocky Wirtz,Chicago Blackhawks,NHL,HOUSLEY FOR SENATE COMMITTEE,2700,2018,Republican
2433,Rocky Wirtz,Chicago Blackhawks,NHL,BETO FOR TEXAS,2700,2018,Democrat
2434,Rocky Wirtz,Chicago Blackhawks,NHL,DAN LIPINSKI FOR CONGRESS,2600,2018,Democrat
2435,Rocky Wirtz,Chicago Blackhawks,NHL,SCHNEIDER FOR CONGRESS,2000,2020,Democrat
2436,Rocky Wirtz,Chicago Blackhawks,NHL,LAHOOD FOR CONGRESS,1250,2020,Republican
2437,Rocky Wirtz,Chicago Blackhawks,NHL,JEB 2016 INC,1000,2016,Republican
2438,Rocky Wirtz,Chicago Blackhawks,NHL,MIKE BOST FOR CONGRESS COMMITTEE,1000,2016,Republican
2439,Rocky Wirtz,Chicago Blackhawks,NHL,PORTMAN FOR SENATE COMMITTEE,1000,2016,Republican
2440,Rocky Wirtz,Chicago Blackhawks,NHL,THE RICHARD BURR COMMITTEE,1000,2016,Republican
2441,Rocky Wirtz,Chicago Blackhawks,NHL,UNIVERSITY PUBLIC ISSUEES COMMITTEE,1000,2016,"Bipartisan, but mostly Democratic"
2442,Roger Goodell,Commissioner,NFL,"HATCH ELECTION COMMITTEE, INC",5400,2016,Republican
2443,Roger Goodell,Commissioner,NFL,PORTMAN FOR SENATE COMMITTEE,5400,2018,Republican
2444,Roger Goodell,Commissioner,NFL,GRIDIRON-PAC,5000,2016,Bipartisan
2445,Roger Goodell,Commissioner,NFL,"CHRIS CHRISTIE FOR PRESIDENT, INC.",2700,2016,Republican
2446,Roger Goodell,Commissioner,NFL,BENNET FOR COLORADO,2700,2016,Democrat
2447,Roger Goodell,Commissioner,NFL,PORTMAN FOR SENATE COMMITTEE,120,2016,Republican
2448,Roger Penske,Team Penske,NASCAR,RIGHT TO RISE USA,250000,2016,Republican
2449,Roger Penske,Team Penske,NASCAR,NRCC,50000,2018,Republican
2450,Roger Penske,Team Penske,NASCAR,TRUMP VICTORY,35000,2020,Republican
2451,Roger Penske,Team Penske,NASCAR,STABENOW VICTORY FUND,15000,2016,Democrat
2452,Roger Penske,Team Penske,NASCAR,STABENOW VICTORY FUND,15000,2018,Democrat
2453,Roger Penske,Team Penske,NASCAR,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,10000,2016,Democrat
2454,Roger Penske,Team Penske,NASCAR,JOHN JAMES FOR SENATE,5600,2020,Republican
2455,Roger Penske,Team Penske,NASCAR,STABENOW FOR U.S. SENATE,5400,2016,Democrat
2456,Roger Penske,Team Penske,NASCAR,GREAT LAKES PAC,5000,2016,Democrat
2457,Roger Penske,Team Penske,NASCAR,UNIVERSAL TECHINCAL INSTITUTE PAC (UTIPAC),5000,2016,Bipartisan
2458,Roger Penske,Team Penske,NASCAR,UNIVERSAL TECHNICAL INSTITUTE PAC (UTIPAC) ,5000,2016,Bipartisan
2459,Roger Penske,Team Penske,NASCAR,UNIVERSAL TECHNICAL INSTITUTE PAC,5000,2018,Bipartisan
2460,Roger Penske,Team Penske,NASCAR,JEB 2016 INC,2700,2016,Republican
2461,Roger Penske,Team Penske,NASCAR,BRENDA LAWRENCE FOR CONGRESS,2700,2018,Democrat
2462,Roger Penske,Team Penske,NASCAR,MI14 PAC,2700,2018,Democrat
2463,Roger Penske,Team Penske,NASCAR,BRENDA LAWRENCE FOR CONGRESS,2433,2016,Democrat
2464,Roger Penske,Team Penske,NASCAR,BRENDA LAWRENCE FOR CONGRESS,2000,2020,Democrat
2465,Roger Penske,Team Penske,NASCAR,CARUSO-CABRERA FOR NEW YORK,2000,2020,Democrat
2466,Ron Burkle,Pittsburgh Penguins,NHL,SMP,500000,2018,Democrat
2467,Ron Burkle,Pittsburgh Penguins,NHL,PROTECT THE HOUSE,371500,2018,Republican
2468,Ron Burkle,Pittsburgh Penguins,NHL,STANDING UP FOR CALIFORNIA'S MIDDLE CLASS,100000,2016,Democrat
2469,Ron Burkle,Pittsburgh Penguins,NHL,NEW DAY FOR AMERICA,100000,2016,Republican
2470,Ron Burkle,Pittsburgh Penguins,NHL,MCCARTHY VICTORY FUND,100000,2018,Republican
2471,Ron Burkle,Pittsburgh Penguins,NHL,TAKE BACK THE HOUSE 2020,46100,2020,Republican
2472,Ron Burkle,Pittsburgh Penguins,NHL,KAMALA HARRIS VICTORY FUND,15400,2016,Democrat
2473,Ron Burkle,Pittsburgh Penguins,NHL,BOOKER SENATE VICTORY,5400,2018,Democrat
2474,Ron Burkle,Pittsburgh Penguins,NHL,FEINSTEIN FOR SENATE 2024,5400,2018,Democrat
2475,Ron Burkle,Pittsburgh Penguins,NHL,LOS ANGELES COUNTY DEMOCRATIC CENTRAL COMMITTEE,5000,2018,Democrat
2476,Ron Burkle,Pittsburgh Penguins,NHL,MARCO RUBIO FOR PRESIDENT,2700,2016,Republican
2477,Ron Burkle,Pittsburgh Penguins,NHL,DR. RAUL RUIZ FOR CONGRESS,2700,2016,Democrat
2478,Ron Burkle,Pittsburgh Penguins,NHL,TONY CARDENAS FOR CONGRESS,2700,2016,Democrat
2479,Ron Burkle,Pittsburgh Penguins,NHL,CORY 2020,2700,2020,Democrat
2480,Ron Fowler,San Diego Padres,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL PAC,10000,2016,Bipartisan
2481,Ron Fowler,San Diego Padres,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL PAC,10000,2018,Bipartisan
2482,Ron Fowler,San Diego Padres,MLB,NATIONAL BEER WHOLESALERS ASSOCIATION POLITICAL ACTION COMMITTEE,5000,2016,Bipartisan
2483,Ron Fowler,San Diego Padres,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL PAC,5000,2020,Bipartisan
2484,Ron Fowler,San Diego Padres,MLB,"JEB 2016, INC.",2700,2016,Republican
2485,Saul Katz,New York Mets,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL PAC,6667,2016,Bipartisan
2486,Saul Katz,New York Mets,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL PAC,6666,2018,Bipartisan
2487,Saul Katz,New York Mets,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL PAC,3333,2020,Bipartisan
2488,Saul Katz,New York Mets,MLB,MEEKS VICTORY FUND,2671,2020,Democrat
2489,Saul Katz,New York Mets,MLB,CROWLEY LEADERSHIP FUND,2489,2018,Democrat
2490,Saul Katz,New York Mets,MLB,SUOZZI VICTORY FUND,2432,2018,Democrat
2491,Saul Katz,New York Mets,MLB,TEAM RICK SCOTT,2432,2020,Republican
2492,Saul Katz,New York Mets,MLB,CROWLEY LEADERSHIP FUND,1716,2016,Democrat
2493,Saul Katz,New York Mets,MLB,DE BLASIO 2020,1490,2020,Democrat
2494,Saul Katz,New York Mets,MLB,ENGEL FOR CONGRESS,1321,2018,Democrat
2495,Saul Katz,New York Mets,MLB,SUOZZI FOR CONGRESS,1300,2016,Democrat
2496,Saul Katz,New York Mets,MLB,DONOVAN FOR CONGRESS,260,2016,Republican
2497,Scott Malkin,New York Islanders,NHL,SHAHEEN FOR SENATE,5600,2020,Democrat
2498,Scott Malkin,New York Islanders,NHL,FRIENDS OF SCHUMER,2700,2016,Democrat
2499,Sheila Ford Hamp,Detroit Lions,NFL,GRIDIRON-PAC,10000,2018,Bipartisan
2500,Sheila Ford Hamp,Detroit Lions,NFL,STABENOW VICTORY FUND,10000,2020,Democrat
2501,Sheila Ford Hamp,Detroit Lions,NFL,GRIDIRON-PAC,5000,2016,Bipartisan
2502,Sheila Ford Hamp,Detroit Lions,NFL,GRIDIRON-PAC,5000,2020,Bipartisan
2503,Stephen J. Bisciotti,Baltimore Ravens,NFL,GRIDIRON-PAC,5000,2016,Bipartisan
2504,Stephen M. Ross,Miami Dolphins,NFL,NRCC,161800,2016,Republican
2505,Stephen M. Ross,Miami Dolphins,NFL,REPUBLICAN NATIONAL COMMITTEE,50000,2020,Republican
2506,Stephen M. Ross,Miami Dolphins,NFL,NRCC,33400,2018,Republican
2507,Stephen M. Ross,Miami Dolphins,NFL,NEW JERSEY DEMOCRATIC STATE COMMITTEE,20000,2018,Democrat
2508,Stephen M. Ross,Miami Dolphins,NFL,SECURITY IS STRENGTH PAC,12500,2016,Republican
2509,Stephen M. Ross,Miami Dolphins,NFL,CROWLEY LEADERSHIP FUND,10400,2018,Democrat
2510,Stephen M. Ross,Miami Dolphins,NFL,TILLIS MAJORITY COMMITTEE,10000,2018,Republican
2511,Stephen M. Ross,Miami Dolphins,NFL,DEMOCRATIC PARTY OF VIRGINIA,10000,2020,Democrat
2512,Stephen M. Ross,Miami Dolphins,NFL,ALAMO PAC,8000,2018,Republican
2513,Stephen M. Ross,Miami Dolphins,NFL,MIMI WALTERS VICTORY FUND,6250,2018,Republican
2514,Stephen M. Ross,Miami Dolphins,NFL,TEXANS FOR SENATOR JOHN CORNYN INC.,5600,2020,Republican
2515,Stephen M. Ross,Miami Dolphins,NFL,THOM TILLIS COMMITTEE,5600,2020,Republican
2516,Stephen M. Ross,Miami Dolphins,NFL,FRIENDS OF MARK WARNER,5600,2020,Democrat
2517,Stephen M. Ross,Miami Dolphins,NFL,NEAL VICTORY FUND,5600,2020,Democrat
2518,Stephen M. Ross,Miami Dolphins,NFL,PETERS FOR MICHIGAN,5600,2020,Democrat
2519,Stephen M. Ross,Miami Dolphins,NFL,RICHARD E NEAL FOR CONGRESS COMMITTEE,5600,2020,Democrat
2520,Stephen M. Ross,Miami Dolphins,NFL,JEFF FLAKE FOR US SENATE INC,5400,2016,Republican
2521,Stephen M. Ross,Miami Dolphins,NFL,KEVIN MCCARTHY FOR CONGRESS,5400,2016,Republican
