Owner,Team,League,Recipient,Amount,Election Year,Party,Female
Stephen M. Ross,Miami Dolphins,NFL,FUND FOR AMERICA'S FUTURE,5000,2020,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,HURD VICTORY FUND,5000,2020,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,FORWARD TOGETHER PAC,5000,2020,Democrat,0
Stephen M. Ross,Miami Dolphins,NFL,HURD VICTORY FUND,3550,2018,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,MALONEY FOR CONGRESS,3500,2016,Democrat,0
Stephen M. Ross,Miami Dolphins,NFL,TEAM MCHENRY,3500,2018,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,FISCAL LEADERSHIP AND KNOWING ECONOMICS PAC,3400,2016,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,SASSE LEADERSHIP COMMITTEE,2800,2020,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,BILL FLORES FOR CONGRESS,2700,2016,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,BRIAN MAST FOR CONGRESS,2700,2016,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,CARLOS LOPEZ-CANTERA FOR SENATE,2700,2016,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,"JEB 2016, INC.",2700,2016,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,"TROTT FOR CONGRESS, INC.",2700,2016,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,WYDEN FOR SENATE,2700,2016,Democrat,0
Stephen M. Ross,Miami Dolphins,NFL,COLLINS FOR CONGRESS,2700,2018,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,HUIZENGA FOR CONGRESS,2700,2018,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,RENACCI FOR US SENATE,2700,2018,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,"YODER FOR CONGRESS, INC",2700,2018,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,MENENDEZ FOR SENATE,2700,2018,Democrat,0
Stephen M. Ross,Miami Dolphins,NFL,MADISON PAC; THE,2600,2020,Democrat,0
Stephen M. Ross,Miami Dolphins,NFL,ELISE FOR CONGRESS,2500,2016,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,FRIENDS OF MIKE LEE INC,2500,2016,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,GRASSLEY HAWKEYE FUND,2500,2016,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,BLUMENTHAL FOR CONNECTICUT,2500,2016,Democrat,0
Stephen M. Ross,Miami Dolphins,NFL,FRIENDS OF PAT TOOMEY,2500,2018,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,RAND PAUL FOR US SENATE,2500,2018,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,MIKE GALLAGHER FOR WISCONSIN,2500,2020,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,PROMOTING OUR REPUBLICAN TEAM PAC,2500,2020,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,RECLAIM AMERICA PAC,2500,2020,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,ZELDIN FOR CONGRESS,1000,2016,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,NICOLE FOR NEW YORK,1000,2020,Republican,0
Steve Tisch,New York Giants,NFL,HILLARY VICTORY FUND,100000,2016,Democrat,0
Steve Tisch,New York Giants,NFL,RED TO BLUE VICTORY FUND,33900,2018,Democrat,0
Steve Tisch,New York Giants,NFL,GRIDIRON-PAC,10000,2016,Bipartisan,0
Steve Tisch,New York Giants,NFL,BOOKER SENATE VICTORY,10000,2018,Democrat,0
Steve Tisch,New York Giants,NFL,CORY BOOKER FOR SENATE,5600,2020,Democrat,0
Steve Tisch,New York Giants,NFL,FRIENDS OF SCHUMER,5400,2016,Democrat,0
Steve Tisch,New York Giants,NFL,HILLARY FOR AMERICA,5400,2016,Democrat,0
Steve Tisch,New York Giants,NFL,CORY BOOKER FOR SENATE,5400,2018,Democrat,0
Steve Tisch,New York Giants,NFL,GRIDIRON-PAC,5000,2018,Bipartisan,0
Steve Tisch,New York Giants,NFL,GRIDIRON-PAC,5000,2020,Bipartisan,0
Steve Tisch,New York Giants,NFL,PURPOSE PAC,4600,2018,Democrat,0
Steve Tisch,New York Giants,NFL,CORY 2020,2800,2020,Democrat,0
Steve Tisch,New York Giants,NFL,JEFFRIES FOR CONGRESS,2800,2020,Democrat,0
Steve Tisch,New York Giants,NFL,WIN THE ERA PAC,2800,2020,Democrat,0
Steve Tisch,New York Giants,NFL,WRIGHT 2016,2700,2016,Democrat,0
Steve Tisch,New York Giants,NFL,FEINSTEIN FOR SENATE 2024,2700,2018,Democrat,0
Steve Tisch,New York Giants,NFL,ACTBLUE,560,2020,Democrat,0
Terry Pegula,Buffalo Bills,NFL,TOOMEY VICTORY COMMITTEE,29600,2016,Republican,0
Terry Pegula,Buffalo Bills,NFL,TOOMEY PENNSYLVANIA VICTORY FUND,15400,2016,Republican,0
Terry Pegula,Buffalo Bills,NFL,JACOBS FOR CONGRESS,5600,2020,Republican,0
Terry Pegula,Buffalo Bills,NFL,HOUSLEY FOR SENATE COMMITTEE,5400,2018,Republican,0
Terry Pegula,Buffalo Bills,NFL,CITIZENS FOR PROSPERITY IN AMERICA TODAY PAC,5000,2016,Republican,0
Terry Pegula,Buffalo Bills,NFL,NATIONAL STRIPPER WELL ASSOCIATION PAC (NSWA PAC),5000,2016,Bipartisan,0
Terry Pegula,Buffalo Bills,NFL,IPAA WILDCATTERS FUND,5000,2018,Republican,0
Virginia McCaskey,Chicago Bears,NFL,GRIDIRON-PAC,5000,2016,Bipartisan,1
Virginia McCaskey,Chicago Bears,NFL,GRIDIRON-PAC,5000,2018,Bipartisan,1
Virginia McCaskey,Chicago Bears,NFL,GRIDIRON-PAC,5000,2020,Bipartisan,1
Zygi Wilf,Minnesota Vikings,NFL,BIDEN VICTORY FUND,21250,2020,Democrat,0
Zygi Wilf,Minnesota Vikings,NFL,HILLARY VICTORY FUND,18000,2016,Democrat,0
Zygi Wilf,Minnesota Vikings,NFL,GRIDIRON-PAC,10000,2016,Bipartisan,0
Zygi Wilf,Minnesota Vikings,NFL,GRIDIRON-PAC,10000,2018,Bipartisan,0
Zygi Wilf,Minnesota Vikings,NFL,AMY FOR AMERICA,5600,2020,Democrat,0
Zygi Wilf,Minnesota Vikings,NFL,KLOBUCHAR FOR MINNESOTA,5400,2018,Democrat,0
Zygi Wilf,Minnesota Vikings,NFL,GRIDIRON-PAC,5000,2020,Bipartisan,0
Zygi Wilf,Minnesota Vikings,NFL,MCCOLLUM FOR CONGRESS,2700,2016,Democrat,0
Zygi Wilf,Minnesota Vikings,NFL,TERRI BONOFF FOR CONGRESS,2700,2016,Democrat,0
Zygi Wilf,Minnesota Vikings,NFL,ANGIE CRAIG FOR CONGRESS,2700,2018,Democrat,0
Zygi Wilf,Minnesota Vikings,NFL,DEAN PHILLIPS FOR CONGRESS,2700,2018,Democrat,0
Zygi Wilf,Minnesota Vikings,NFL,MENENDEZ FOR SENATE,2700,2018,Democrat,0
Zygi Wilf,Minnesota Vikings,NFL,TINA SMITH FOR MINNESOTA,2700,2018,Democrat,0
Zygi Wilf,Minnesota Vikings,NFL,TOM MALINOWSKI FOR CONGRESS,2700,2018,Democrat,0
