Owner,Team,League,Recipient,Amount,Election Year,Party,Female
Jimmy and Susan Haslam,Cleveland Browns,NFL,"MARSHA BLACKBURN FOR CONGRESS, INC.",2500,2016,Republican,1
Jimmy and Susan Haslam,Cleveland Browns,NFL,NEVADA REPUBLICAN CENTRAL COMMITTEE,2500,2016,Republican,1
Jimmy and Susan Haslam,Cleveland Browns,NFL,SOCIETY OF INDEPENDENT GASOLINE MARKETERS OF AMERICA PAC,2500,2018,"Bipartisan, but mostly Republican",1
Jimmy and Susan Haslam,Cleveland Browns,NFL,TEAM CHENEY,2500,2020,Republican,1
Jimmy and Susan Haslam,Cleveland Browns,NFL,TEAM CHENEY,2500,2020,Republican,1
Jimmy and Susan Haslam,Cleveland Browns,NFL,REPUBLICAN FEDERAL COMMITTEE OF PENNSYLVANIA,2300,2016,Republican,1
Jimmy and Susan Haslam,Cleveland Browns,NFL,MIKE GALLAGHER FOR WISCONSIN,1000,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,PROTECT THE HOUSE,100000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,HILLARY VICTORY FUND,27000,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,FRIENDS OF JOHN THUNE,5400,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,LISA MURKOWSKI FOR US SENATE,5400,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,PEOPLE FOR PATTY MURRAY,5400,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,LISA MURKOWSKI FOR US SENATE,5400,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,CHRIS COONS FOR DELAWARE,5400,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,FRIENDS OF MARIA,5400,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,FRIENDS OF SCHUMER,5400,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,MONTANANS FOR TESTER,5400,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,WHITEHOUSE FOR SENATE,5400,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,FRIENDS OF KELLY AYOTTE INC,5000,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,M-PAC,5000,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,CORY GARDNER FOR SENATE,5000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,GREAT AMERICA COMMITTEE,5000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,HEARTLAND VALUES PAC,5000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,TEAM RYAN,5000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,HOOPS PAC,5000,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,M-PAC,5000,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,150PAC.ORG,5000,2018,Bipartisan,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,PRAMILA FOR CONGRESS,4700,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,SCHATZ FOR SENATE,4700,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,UDALL FOR US ALL,4700,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,KEVIN MCCARTHY FOR CONGRESS,4500,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,FRIENDS OF DAVE REICHERT,4000,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,FRIENDS OF JOHN MCCAIN INC,4000,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,KEVIN MCCARTHY FOR CONGRESS,4000,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,PORTMAN FOR SENATE COMMITTEE,4000,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,THE RICHARD BURR COMMITTEE,4000,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,WYDEN FOR SENATE,4000,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,JAIME FOR CONGRESS,4000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,GILLIBRAND FOR SENATE,4000,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,PEOPLE FOR DEREK KILMER,4000,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,PEOPLE FOR DEREK KILMER,3700,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,COLLINS FOR SENATOR,3700,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,"FRIENDS FOR CHRIS STEWART, INC.",3700,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,CATHY MCMORRIS RODGERS FOR CONGRESS,3500,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,JAIME FOR CONGRESS,3000,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,ADAM SMITH FOR CONGRESS COMMITTEE,3000,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,BENNET FOR COLORADO,3000,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,CHRIS COONS FOR DELAWARE,3000,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,MONTANANS FOR TESTER,3000,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,HATCH ELECTION COMMITTEE INC,3000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,SIMPSON FOR CONGRESS,3000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,CARPER FOR SENATE,3000,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,PRAMILA FOR CONGRESS,2700,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,DAN NEWHOUSE FOR CONGRESS,2700,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,FRIENDS OF JOHN BARRASSO,2700,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,KAY GRANGER CAMPAIGN FUND,2700,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,ADAM SMITH FOR CONGRESS COMMITTEE,2700,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,BILL NELSON FOR US SENATE,2700,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,CITIZENS TO ELECT RICK LARSEN,2700,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,DELBENE FOR CONGRESS,2700,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,DENNY HECK FOR CONGRESS,2700,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,TAMMY BALDWIN FOR SENATE,2700,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,TEAM GRAHAM INC,2500,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,DAN NEWHOUSE FOR CONGRESS,2000,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,FRIENDS OF ROY BLUNT,2000,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,SIMPSON FOR CONGRESS,2000,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,WALDEN FOR CONGRESS,2000,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,CITIZENS TO ELECT RICK LARSEN,2000,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,DELBENE FOR CONGRESS,2000,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,DENNY HECK FOR CONGRESS,2000,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,FRIENDS OF SCHUMER,2000,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,SCHATZ FOR SENATE,2000,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,ALASKANS FOR DAN SULLIVAN,2000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,BRADY FOR CONGRESS,2000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,CATHY MCMORRIS RODGERS FOR CONGRESS,2000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,CRAPO VICTORY COMMITTEE,2000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,FRIENDS OF DAVE JOYCE,2000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,FRIENDS OF ROY BLUNT,2000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,GREG PENCE FOR CONGRESS,2000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,JEFF FORTENBERRY FOR UNITED STATES CONGRESS,2000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,JIM RISCH FOR U S SENATE COMMITTEE,2000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,MAKING AMERICA PROSPEROUS PAC,2000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,PORTMAN FOR SENATE COMMITTEE,2000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,STEVE DAINES FOR MONTANA,2000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,"BEN CARDIN FOR SENATE, INC.",2000,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,CORY BOOKER FOR SENATE,2000,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,GARAMENDI FOR CONGRESS,2000,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,MARTIN HEINRICH FOR SENATE,2000,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,TEXANS FOR HENRY CUELLAR CONGRESSIONAL CAMPAIGN,2000,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,WYDEN FOR SENATE,2000,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,BOB CORKER FOR SENATE 2018 INC,1000,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,CARLOS CURBELO CONGRESS,1000,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,COLLINS FOR SENATOR,1000,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,CORY GARDNER FOR SENATE,1000,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,FRIENDS OF JIM BRIDENSTINE INC.,1000,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,JEFF FLAKE FOR US SENATE INC,1000,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,RYAN COSTELLO FOR CONGRESS,1000,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,BLUMENAUER FOR CONGRESS,1000,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,FRIENDS OF BRADY WALKINSHAW,1000,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,WHITEHOUSE FOR SENATE,1000,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,CARLOS CURBELO CONGRESS,1000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,CULBERSON FOR CONGRESS,1000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,DEBBIE DINGELL FOR CONGRESS,1000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,MARTHA ROBY FOR CONGRESS,1000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,ROBERT ADERHOLT FOR CONGRESS,1000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,ROYCE CAMPAIGN COMMITTEE,1000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,SANFORD FOR CONGRESS,1000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,VOLUNTEERS FOR SHIMKUS,1000,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,DIANA DEGETTE FOR CONGRESS,1000,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,VISCLOSKY FOR CONGRESS,1000,2018,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,COMSTOCK FOR CONGRESS,500,2016,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,MIKE HONDA FOR CONGRESS,500,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,REED COMMITTEE; THE,500,2016,Democrat,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,SAWTOOTH POLITICAL ACTION COMMITTEE (SAWTOOTH PAC),500,2018,Republican,1
Jody Allen (Paul G. Allen Trust),Seattle Seahawks,NFL,WALDEN FOR CONGRESS,500,2018,Republican,1
Joe Ellis,Denver Broncos,NFL,GRIDIRON-PAC,10000,2016,Bipartisan,0
Joe Ellis,Denver Broncos,NFL,STAPLETON VICTORY FUND,10000,2018,Republican,0
Joe Ellis,Denver Broncos,NFL,GRIDIRON-PAC,5000,2018,Bipartisan,0
Joe Ellis,Denver Broncos,NFL,GRIDIRON-PAC,5000,2020,Bipartisan,0
Joe Ellis,Denver Broncos,NFL,COLORADO REPUBLICAN COMMITTEE,2000,2016,Republican,0
Joel Glazer,Tampa Bay Buccaneers,NFL,GRIDIRON-PAC,10000,2016,Bipartisan,0
Joel Glazer,Tampa Bay Buccaneers,NFL,GRIDIRON-PAC,10000,2018,Bipartisan,0
Joel Glazer,Tampa Bay Buccaneers,NFL,HILLARY VICTORY FUND,5400,2016,Democrat,0
Joel Glazer,Tampa Bay Buccaneers,NFL,CHARLIE CRIST FOR CONGRESS,5400,2018,Democrat,0
Joel Glazer,Tampa Bay Buccaneers,NFL,GRIDIRON-PAC,5000,2020,Bipartisan,0
John Mara,New York Giants,NFL,GRIDIRON-PAC,10000,2016,Bipartisan,0
John Mara,New York Giants,NFL,GRIDIRON-PAC,5000,2018,Bipartisan,0
John Mara,New York Giants,NFL,GRIDIRON-PAC,5000,2020,Bipartisan,0
John Mara,New York Giants,NFL,HATCH ELECTION COMMITTEE INC,1000,2016,Republican,0
John York,San Francisco 49ers,NFL,TIM RYAN FOR CONGRESS,5600,2020,Democrat,0
John York,San Francisco 49ers,NFL,TIM RYAN FOR CONGRESS,5000,2016,Democrat,0
John York,San Francisco 49ers,NFL,TIM RYAN FOR AMERICA,2700,2020,Democrat,0
John York,San Francisco 49ers,NFL,HILLARY FOR AMERICA,950,2016,Democrat,0
Kim Pegula,Buffalo Bills,NFL,TOOMEY VICTORY COMMITTEE,29600,2016,Republican,1
Kim Pegula,Buffalo Bills,NFL,TOOMEY PENNSYLVANIA VICTORY FUND,15400,2016,Republican,1
Kim Pegula,Buffalo Bills,NFL,HOUSLEY FOR SENATE COMMITTEE,5400,2018,Republican,1
Kim Pegula,Buffalo Bills,NFL,CITIZENS FOR PROSPERITY IN AMERICA TODAY PAC,5000,2016,Republican,1
Kim Pegula,Buffalo Bills,NFL,IPAA WILDCATTERS FUND,5000,2016,Republican,1
Mark Davis,Las Vegas Raiders,NFL,GRIDIRON-PAC,5000,2016,Bipartisan,0
Mark Davis,Las Vegas Raiders,NFL,GRIDIRON-PAC,5000,2018,Bipartisan,0
Mark Davis,Las Vegas Raiders,NFL,GRIDIRON-PAC,5000,2020,Bipartisan,0
Mark H. Murphy (Executive Committee),Green Bay Packers,NFL,GRIDIRON-PAC,15000,2018,Bipartisan,0
Mark H. Murphy (Executive Committee),Green Bay Packers,NFL,GRIDIRON-PAC,10000,2016,Bipartisan,0
Mark H. Murphy (Executive Committee),Green Bay Packers,NFL,GRIDIRON-PAC,10000,2020,Bipartisan,0
Mary Kelly,Denver Broncos,NFL,ROMANOFF FOR COLORADO,1500,2020,Democrat,1
Mary Kelly,Denver Broncos,NFL,BIDEN FOR PRESIDENT,545,2020,Democrat,1
Mary Kelly,Denver Broncos,NFL,HILLARY FOR AMERICA,310,2016,Democrat,1
Mary Kelly,Denver Broncos,NFL,ACTBLUE,275,2018,Democrat,1
Mary Kelly,Denver Broncos,NFL,JASON CROW FOR CONGRESS,250,2018,Democrat,1
Mary Kelly,Denver Broncos,NFL,ACTBLUE,110,2020,Democrat,1
Michael J. Bidwill,Arizona Cardinals,NFL,GREAT ARIZONA FUND,25000,2020,Republican,0
Michael J. Bidwill,Arizona Cardinals,NFL,MCCONNELL FOR MAJORITY LEADER COMMITTEE,20800,2020,Republican,0
Michael J. Bidwill,Arizona Cardinals,NFL,JONI FOR IOWA,5600,2020,Republican,0
Michael J. Bidwill,Arizona Cardinals,NFL,MCCONNELL SENATE COMMITTEE,5600,2020,Republican,0
Michael J. Bidwill,Arizona Cardinals,NFL,TEAM GRAHAM ,5600,2020,Republican,0
Michael J. Bidwill,Arizona Cardinals,NFL,RON JOHNSON FOR SENATE,5400,2016,Republican,0
Michael J. Bidwill,Arizona Cardinals,NFL,LEA MARQUEZ PETERSON FOR CONGRESS,5400,2018,Republican,0
Michael J. Bidwill,Arizona Cardinals,NFL,MCSALLY FOR SENATE,5400,2018,Republican,0
Michael J. Bidwill,Arizona Cardinals,NFL,RICK SCOTT FOR FLORIDA,5400,2018,Republican,0
Michael J. Bidwill,Arizona Cardinals,NFL,SCOTT TAYLOR FOR CANGROSS,5400,2018,Republican,0
Michael J. Bidwill,Arizona Cardinals,NFL,STEVE SMITH FOR CONGRESS,5400,2018,Republican,0
Michael J. Bidwill,Arizona Cardinals,NFL,STANTON FOR CONGRESS,5400,2018,Democrat,0
Michael J. Bidwill,Arizona Cardinals,NFL,GRIDIRON-PAC,5000,2016,Bipartisan,0
Michael J. Bidwill,Arizona Cardinals,NFL,GRIDIRON-PAC,5000,2018,Bipartisan,0
Michael J. Bidwill,Arizona Cardinals,NFL,DEBBIE LESKO FOR CONGRESS,3700,2018,Republican,0
Michael J. Bidwill,Arizona Cardinals,NFL,COLLINS FOR SENATOR,2900,2020,Republican,0
Michael J. Bidwill,Arizona Cardinals,NFL,ALASKANS FOR DAN SULLIVAN,2800,2020,Republican,0
Michael J. Bidwill,Arizona Cardinals,NFL,JOHN JAMES FOR SENATE,2800,2020,Republican,0
Michael J. Bidwill,Arizona Cardinals,NFL,THOM TILLIS COMMITTEE,2800,2020,Republican,0
Michael J. Bidwill,Arizona Cardinals,NFL,CHRIS CHRISTIE FOR PRESIDENT,2700,2016,Republican,0
Michael J. Bidwill,Arizona Cardinals,NFL,GOWAN FOR ARIZONA,2700,2016,Republican,0
Michael J. Bidwill,Arizona Cardinals,NFL,LISA MURKOWSKI FOR US SENATE,2700,2016,Republican,0
Michael J. Bidwill,Arizona Cardinals,NFL,COLLINS FOR SENATOR,2700,2018,Republican,0
Michael J. Bidwill,Arizona Cardinals,NFL,LOVAS FOR CONGRESS,2700,2018,Republican,0
Michael J. Bidwill,Arizona Cardinals,NFL,STANTON FOR CONGRESS,2500,2020,Democrat,0
Michael J. Bidwill,Arizona Cardinals,NFL,BIGGS FOR CONGRESS,2000,2016,Republican,0
Michael J. Bidwill,Arizona Cardinals,NFL,BIGGS FOR CONGRESS,1500,2018,Republican,0
Michael J. Bidwill,Arizona Cardinals,NFL,MCSALLY FOR CONGRESS,1000,2016,Republican,0
Michael J. Bidwill,Arizona Cardinals,NFL,PERDUE FOR SENATE,1000,2018,Republican,0
Michael J. Bidwill,Arizona Cardinals,NFL,SCOTT TAYLOR FOR SENATE,1000,2020,Republican,0
Michael J. Bidwill,Arizona Cardinals,NFL,SINEMA FOR ARIZONA,1000,2020,Democrat,0
Mike Brown,Cincinnati Bengals,NFL,TRUMP VICTORY ,30000,2020,Republican,0
Mike Brown,Cincinnati Bengals,NFL,NRSC ,25000,2020,Republican,0
Mike Brown,Cincinnati Bengals,NFL,REPUBLICAN NATIONAL COMMITTEE,24400,2020,Republican,0
Mike Brown,Cincinnati Bengals,NFL,TEAM GRAHAM,5600,2020,Republican,0
Mike Brown,Cincinnati Bengals,NFL,FRIENDS OF TODD YOUNG,5400,2016,Republican,0
Mike Brown,Cincinnati Bengals,NFL,PORTMAN FOR SENATE COMMITTEE,5400,2016,Republican,0
Mike Brown,Cincinnati Bengals,NFL,WENSTRUP FOR CONGRESS,5400,2016,Republican,0
Mike Brown,Cincinnati Bengals,NFL,WENSTRUP FOR CONGRESS,5400,2018,Republican,0
Mike Brown,Cincinnati Bengals,NFL,WENSTRUP FOR CONGRESS,5400,2020,Republican,0
Mike Brown,Cincinnati Bengals,NFL,PORTMAN FOR SENATE COMMITTEE,2800,2020,Republican,0
Mike Brown,Cincinnati Bengals,NFL,KASICH FOR AMERICA,2700,2016,Republican,0
Mike Brown,Cincinnati Bengals,NFL,LINDSEY GRAHAM 2016,2700,2016,Republican,0
Mike Brown,Cincinnati Bengals,NFL,PAUL BROWN FOR CONGRESS,2700,2016,Republican,0
Mike Brown,Cincinnati Bengals,NFL,WENSTRUP FOR CONGRESS ,2700,2018,Republican,0
Robert Kraft,New England Patriots,NFL,GRIDIRON-PAC,10000,2018,Bipartisan,0
Robert Kraft,New England Patriots,NFL,GRIDIRON-PAC,5000,2016,Bipartisan,0
Robert Kraft,New England Patriots,NFL,EXPERIENCED LEADERSHIP MATTERS PAC,5000,2020,Democrat,0
Robert Kraft,New England Patriots,NFL,GRIDIRON-PAC,5000,2020,Bipartisan,0
Robert Kraft,New England Patriots,NFL,LANGEVIN FOR CONGRESS,1000,2016,Democrat,0
Roger Goodell,Commissioner,NFL,"HATCH ELECTION COMMITTEE, INC",5400,2016,Republican,0
Roger Goodell,Commissioner,NFL,PORTMAN FOR SENATE COMMITTEE,5400,2018,Republican,0
Roger Goodell,Commissioner,NFL,GRIDIRON-PAC,5000,2016,Bipartisan,0
Roger Goodell,Commissioner,NFL,"CHRIS CHRISTIE FOR PRESIDENT, INC.",2700,2016,Republican,0
Roger Goodell,Commissioner,NFL,BENNET FOR COLORADO,2700,2016,Democrat,0
Roger Goodell,Commissioner,NFL,PORTMAN FOR SENATE COMMITTEE,120,2016,Republican,0
Sheila Ford Hamp,Detroit Lions,NFL,GRIDIRON-PAC,10000,2018,Bipartisan,1
Sheila Ford Hamp,Detroit Lions,NFL,STABENOW VICTORY FUND,10000,2020,Democrat,1
Sheila Ford Hamp,Detroit Lions,NFL,GRIDIRON-PAC,5000,2016,Bipartisan,1
Sheila Ford Hamp,Detroit Lions,NFL,GRIDIRON-PAC,5000,2020,Bipartisan,1
Stephen J. Bisciotti,Baltimore Ravens,NFL,GRIDIRON-PAC,5000,2016,Bipartisan,0
Stephen M. Ross,Miami Dolphins,NFL,NRCC,161800,2016,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,REPUBLICAN NATIONAL COMMITTEE,50000,2020,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,NRCC,33400,2018,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,NEW JERSEY DEMOCRATIC STATE COMMITTEE,20000,2018,Democrat,0
Stephen M. Ross,Miami Dolphins,NFL,SECURITY IS STRENGTH PAC,12500,2016,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,CROWLEY LEADERSHIP FUND,10400,2018,Democrat,0
Stephen M. Ross,Miami Dolphins,NFL,TILLIS MAJORITY COMMITTEE,10000,2018,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,DEMOCRATIC PARTY OF VIRGINIA,10000,2020,Democrat,0
Stephen M. Ross,Miami Dolphins,NFL,ALAMO PAC,8000,2018,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,MIMI WALTERS VICTORY FUND,6250,2018,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,TEXANS FOR SENATOR JOHN CORNYN INC.,5600,2020,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,THOM TILLIS COMMITTEE,5600,2020,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,FRIENDS OF MARK WARNER,5600,2020,Democrat,0
Stephen M. Ross,Miami Dolphins,NFL,NEAL VICTORY FUND,5600,2020,Democrat,0
Stephen M. Ross,Miami Dolphins,NFL,PETERS FOR MICHIGAN,5600,2020,Democrat,0
Stephen M. Ross,Miami Dolphins,NFL,RICHARD E NEAL FOR CONGRESS COMMITTEE,5600,2020,Democrat,0
Stephen M. Ross,Miami Dolphins,NFL,JEFF FLAKE FOR US SENATE INC,5400,2016,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,KEVIN MCCARTHY FOR CONGRESS,5400,2016,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,FRIENDS OF SCHUMER,5400,2016,Democrat,0
Stephen M. Ross,Miami Dolphins,NFL,CARLOS CURBELO CONGRESS,5400,2018,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,CORNYN MAJORITY COMMITTEE,5400,2018,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,HELLER FOR SENATE,5400,2018,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,JOHN CARTER FOR CONGRESS,5400,2018,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,LENA FOR CONGRESS,5400,2018,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,MCHENRY FOR CONGRESS,5400,2018,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,RICK SCOTT FOR FLORIDA,5400,2018,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,SENSENBRENNER COMMITTEE,5400,2018,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,TEAM GRAHAM INC,5400,2018,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,MAST VICTORY COMMITTEE,5200,2016,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,E-PAC,5000,2016,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,"JOBS, OPPORTUNITIES AND EDUCATION PAC (JOE-PAC)",5000,2016,Democrat,0
Stephen M. Ross,Miami Dolphins,NFL,BLUEGRASS COMMITTEE,5000,2018,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,TEAM RYAN,5000,2018,Republican,0
Stephen M. Ross,Miami Dolphins,NFL,WHAT A COUNTRY! PAC,5000,2018,Republican,0
