Owner,Team,League,Recipient,Amount,Election Year,Party,Female
Adam Silver,Commissioner,NBA,WRIGHT 2016,4000,2016,Democrat,0
Adam Silver,Commissioner,NBA,BIDEN FOR PRESIDENT,2800,2020,Democrat,0
Adam Silver,Commissioner,NBA,CORY 2020,2700,2020,Democrat,0
Adam Silver,Commissioner,NBA,KAMALA HARRIS FOR THE PEOPLE,2700,2020,Democrat,0
Adam Silver,Commissioner,NBA,WIN THE ERA PAC,2700,2020,Democrat,0
Adam Silver,Commissioner,NBA,KOHL FOR CONGRESS,2000,2018,Democrat,0
Adam Silver,Commissioner,NBA,BETO FOR TEXAS,1000,2018,Democrat,0
Adam Silver,Commissioner,NBA,MONTANANS FOR TESTER,1000,2018,Democrat,0
Adam Silver,Commissioner,NBA,SERVE AMERICA PAC,1000,2018,Democrat,0
Adam Silver,Commissioner,NBA,ADAM SCHLEIFER FOR CONGRESS,1000,2020,Democrat,0
Adam Silver,Commissioner,NBA,ELISSA SLOTKIN FOR CONGRESS,1000,2020,Democrat,0
Adam Silver,Commissioner,NBA,DELGADO FOR CONGRESS,500,2018,Democrat,0
Clayton Bennett,Oklahoma City Thunder,NBA,RIGHT TO RISE USA,12500,2016,Republican,0
Clayton Bennett,Oklahoma City Thunder,NBA,FRIENDS OF JIM INHOFE,5600,2020,Republican,0
Clayton Bennett,Oklahoma City Thunder,NBA,COLE FOR CONGRESS,5400,2016,Republican,0
Clayton Bennett,Oklahoma City Thunder,NBA,FAMILIES FOR JAMES LANKFORD,5400,2016,Republican,0
Clayton Bennett,Oklahoma City Thunder,NBA,COLE FOR CONGRESS,5400,2018,Republican,0
Clayton Bennett,Oklahoma City Thunder,NBA,COLE FOR CONGRESS,2800,2020,Republican,0
Clayton Bennett,Oklahoma City Thunder,NBA,"JEB 2016, INC.",2700,2016,Republican,0
Clayton Bennett,Oklahoma City Thunder,NBA,TOM ATKINSON FOR CONGRESS,2700,2016,Republican,0
Clayton Bennett,Oklahoma City Thunder,NBA,ROGER WILLIAMS FOR U S CONGRESS COMMITTEE,2600,2016,Republican,0
Clayton Bennett,Oklahoma City Thunder,NBA,LUCAS FOR CONGRESS,1000,2016,Republican,0
Clayton Bennett,Oklahoma City Thunder,NBA,CORY GARDNER FOR SENATE,1000,2020,Republican,0
Clayton Bennett,Oklahoma City Thunder,NBA,CRUMPACKER FOR CONGRESS,1000,2020,Republican,0
Clayton Bennett,Oklahoma City Thunder,NBA,ROGER FOR CONGRESS VICTORY FUND,1000,2020,Republican,0
Clayton Bennett,Oklahoma City Thunder,NBA,WINRED,1000,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,CONGRESSIONAL LEADERSHIP FUND,200000,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,"AMERICA FIRST ACTION, INC.",200000,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,BETTER FUTURE MI FUND,200000,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,CONGRESSIONAL LEADERSHIP FUND,200000,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,SENATE LEADERSHIP FUND,200000,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,SENATE LEADERSHIP FUND,150000,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,AMERICAN CROSSROADS,100000,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,SENATE LEADERSHIP FUND,100000,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,NRSC,71000,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,TRUMP VICTORY,70000,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,NRSC,66800,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,TEAM RYAN,57500,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,CONSERVATIVE SOLUTIONS PAC,50000,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,TAKE BACK THE HOUSE 2020,50000,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,DEFEND THE SENATE,39400,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,NRSC,33900,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,NEW REPUBLICAN PAC,33000,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,MICHIGAN REPUBLICAN PARTY,20000,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,MICHIGAN REPUBLICAN PARTY,20000,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,MICHIGAN REPUBLICAN PARTY,20000,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,"INDIANA REPUBLICAN STATE COMMITTEE, INC.",10000,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,ALTICOR POLITICAL ACTION COMMITTEE ALTIPAC,10000,2016,"Bipartisan, but mostly Republican",0
Dan DeVos,Orlando Magic,NBA,NRCC,10000,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,OUTSIDER PAC,10000,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,ALTICOR POLITICAL ACTION COMMITTEE ALTIPAC,10000,2018,"Bipartisan, but mostly Republican",0
Dan DeVos,Orlando Magic,NBA,ALTICOR POLITICAL ACTION COMMITTEE ALTIPAC,10000,2020,"Bipartisan, but mostly Republican",0
Dan DeVos,Orlando Magic,NBA,"BEN SASSE FOR U.S. SENATE, INC.",5600,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,BERGMAN FOR CONGRESS,5600,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,BILL CASSIDY FOR US SENATE,5600,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,"BYRNE FOR SENATE, INC.",5600,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,CAPITO FOR WEST VIRGINIA,5600,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,CINDY HYDE-SMITH FOR US SENATE,5600,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,"DONALD J. TRUMP FOR PRESIDENT, INC.",5600,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,FRIENDS OF PAUL MITCHELL,5600,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,HUIZENGA FOR CONGRESS,5600,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,"JOHN JAMES FOR SENATE, INC.",5600,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,MOOLENAAR FOR CONGRESS,5600,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,PETER MEIJER FOR CONGRESS,5600,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,ROUNDS FOR SENATE,5600,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,"TEAM GRAHAM, INC.",5600,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,UPTON FOR ALL OF US,5600,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,WINRED,5600,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,"BENISHEK FOR CONGRESS, INC.",5400,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,FRIENDS OF DAVE BRAT INC.,5400,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,FRIENDS OF JOE HECK,5400,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,FRIENDS OF PAT TOOMEY,5400,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,"FRIENDS OF TODD YOUNG, INC.",5400,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,JUSTIN AMASH FOR CONGRESS,5400,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,LISA MURKOWSKI FOR US SENATE,5400,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,MARCO RUBIO FOR SENATE 2016,5400,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,MIKE BISHOP FOR CONGRESS,5400,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,RON JOHNSON FOR SENATE INC,5400,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,THE RICHARD BURR COMMITTEE,5400,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,TIM SCOTT FOR SENATE,5400,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,CINDY HYDE-SMITH FOR US SENATE,5400,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,COFFMAN FOR CONGRESS 2018,5400,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,COMSTOCK FOR CONGRESS,5400,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,CRAMER FOR SENATE,5400,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,ELISE FOR CONGRESS,5400,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,FRIENDS OF DAVE BRAT INC.,5400,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,"HANDEL FOR CONGRESS, INC.",5400,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,JOHN JAMES FOR SENATE INC,5400,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,JOSH HAWLEY FOR SENATE,5400,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,LEAH FOR SENATE,5400,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,MAST FOR CONGRESS,5400,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,MATT ROSENDALE FOR MONTANA,5400,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,MCSALLY FOR SENATE INC,5400,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,MIKE BISHOP FOR CONGRESS,5400,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,MIKE BRAUN FOR INDIANA,5400,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,MIMI WALTERS VICTORY FUND,5400,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,RICK SCOTT FOR FLORIDA,5400,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,STRANGE FOR SENATE,5400,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,UPTON FOR ALL OF US,5400,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,UPPER HAND FUND,5000,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,GREAT AMERICA COMMITTEE,5000,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,BETH VAN DUYNE FOR CONGRESS,2800,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,COLLINS FOR TEXAS,2800,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,ESTHER FOR CONGRESS,2800,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,FEENSTRA FOR CONGRESS,2800,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,"JESSICA TAYLOR FOR CONGRESS, INC.",2800,2020,Republican,0
Dan DeVos,Orlando Magic,NBA,BERGMAN FOR CONGRESS,2700,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,CARLOS CURBELO CONGRESS,2700,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,FRIENDS OF KELLY AYOTTE INC,2700,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,FRIENDS OF ROY BLUNT,2700,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,HUIZENGA FOR CONGRESS,2700,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,JASON ALLEN FOR CONGRESS,2700,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,JOHN KENNEDY FOR US,2700,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,KIRK FOR SENATE,2700,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,LIZ CHENEY FOR WYOMING,2700,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,MARCO RUBIO FOR PRESIDENT,2700,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,MICA FOR CONGRESS,2700,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,PORTMAN FOR SENATE COMMITTEE,2700,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,SCOTT WALKER INC,2700,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,BERGMAN FOR CONGRESS,2700,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,CATHY MCMORRIS RODGERS FOR CONGRESS,2700,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,DAN CRENSHAW FOR CONGRESS,2700,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,FRIENDS OF PAUL MITCHELL,2700,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,FRIENDS OF S. ASHLEY NICKLOES,2700,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,GREG PENCE FOR CONGRESS,2700,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,HELLER FOR SENATE,2700,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,HUIZENGA FOR CONGRESS,2700,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,HURD FOR CONGRESS,2700,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,JUSTIN AMASH FOR CONGRESS,2700,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,MARSHA FOR SENATE,2700,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,MICHAEL WALTZ FOR CONGRESS,2700,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,MOOLENAAR FOR CONGRESS,2700,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,MORRISEY FOR SENATE INC,2700,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,RENACCI FOR US SENATE,2700,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,ROMNEY FOR UTAH INC,2700,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,BOB YOUNG FOR SENATE,2500,2018,Republican,0
Dan DeVos,Orlando Magic,NBA,UPTON FOR ALL OF US,2000,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,FRIENDS OF JOHN MCCAIN INC,1000,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,FRIENDS OF PAUL MITCHELL,1000,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,MOOLENAAR FOR CONGRESS,1000,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,"TROTT FOR CONGRESS, INC.",1000,2016,Republican,0
Dan DeVos,Orlando Magic,NBA,MIKE CRAPO FOR US SENATE,1000,2018,Republican,0
Dan Gilbert,Cleveland Cavaliers,NBA,AMERICA LEADS,1250000,2016,Republican,0
Dan Gilbert,Cleveland Cavaliers,NBA,NRCC,67800,2018,Republican,0
Dan Gilbert,Cleveland Cavaliers,NBA,NRSC,67800,2018,Republican,0
Dan Gilbert,Cleveland Cavaliers,NBA,DEFEND THE SENATE,56000,2020,Republican,0
Dan Gilbert,Cleveland Cavaliers,NBA,NRCC,15000,2016,Republican,0
Dan Gilbert,Cleveland Cavaliers,NBA,QUICKEN LOANS INC PAC,10000,2018,"Bipartisan, but mostly Republican",0
Dan Gilbert,Cleveland Cavaliers,NBA,FRIENDS OF DAN KILDEE,5400,2018,Democrat,0
Dan Gilbert,Cleveland Cavaliers,NBA,DEBBIE DINGELL FOR CONGRESS,5200,2018,Republican,0
Dan Gilbert,Cleveland Cavaliers,NBA,MORTGAGE BANKERS ASSOCIATION POLITICAL ACTION COMMITTEE (MORPAC),5000,2016,Bipartisan,0
Dan Gilbert,Cleveland Cavaliers,NBA,TEAM MCHENRY,5000,2018,Republican,0
Dan Gilbert,Cleveland Cavaliers,NBA,BENNET COLORADO VICTORY,2700,2016,Democrat,0
Dan Gilbert,Cleveland Cavaliers,NBA,TEAM RYAN,2700,2018,Republican,0
Dan Gilbert,Cleveland Cavaliers,NBA,WALTERS FOR CONGRESS,2700,2018,Republican,0
Dan Gilbert,Cleveland Cavaliers,NBA,CITIZENS FOR WATERS,2700,2018,Democrat,0
Dan Gilbert,Cleveland Cavaliers,NBA,FRIENDS FOR GREGORY MEEKS,2700,2018,Democrat,0
Dan Gilbert,Cleveland Cavaliers,NBA,DEBBIE DINGELL FOR CONGRESS,2500,2018,Republican,0
Dan Gilbert,Cleveland Cavaliers,NBA,"TROTT FOR CONGRESS, INC.",2000,2016,Republican,0
Dan Gilbert,Cleveland Cavaliers,NBA,BERGMAN FOR CONGRESS,2000,2018,Republican,0
Dan Gilbert,Cleveland Cavaliers,NBA,CROWLEY FOR CONGRESS,2000,2018,Democrat,0
Dan Gilbert,Cleveland Cavaliers,NBA,ROYCE CAMPAIGN COMMITTEE,1000,2018,Republican,0
David Blitzer,Philadelphia 76ers,NBA,HILLARY ACTION FUND,25000,2016,Democrat,0
David Blitzer,Philadelphia 76ers,NBA,NRSC,10000,2016,Republican,0
David Blitzer,Philadelphia 76ers,NBA,NRSC,10000,2018,Republican,0
David Blitzer,Philadelphia 76ers,NBA,TEAM RYAN,10000,2018,Republican,0
David Blitzer,Philadelphia 76ers,NBA,NRSC,10000,2020,Republican,0
David Blitzer,Philadelphia 76ers,NBA,MCCONNELL SENATE COMMITTEE,5600,2020,Republican,0
David Blitzer,Philadelphia 76ers,NBA,BEATTY FOR CONGRESS,5600,2020,Democrat,0
David Blitzer,Philadelphia 76ers,NBA,JOSH GOTTHEIMER FOR CONGRESS,5600,2020,Democrat,0
David Blitzer,Philadelphia 76ers,NBA,KENNEDY FOR MASSACHUSETTS,5600,2020,Democrat,0
David Blitzer,Philadelphia 76ers,NBA,RICHARD E NEAL FOR CONGRESS COMMITTEE,5600,2020,Democrat,0
David Blitzer,Philadelphia 76ers,NBA,FRIENDS OF SCHUMER,5400,2016,Democrat,0
David Blitzer,Philadelphia 76ers,NBA,RO FOR CONGRESS INC.,5400,2016,Democrat,0
David Blitzer,Philadelphia 76ers,NBA,KOHL FOR CONGRESS,5400,2018,Democrat,0
David Blitzer,Philadelphia 76ers,NBA,SENATE LEADERSHIP FUND,5000,2016,Republican,0
David Blitzer,Philadelphia 76ers,NBA,AMERICAN INVESTMENT COUNCIL POLITICAL ACTION COMMITTEE - AIC PAC,5000,2020,"Bipartisan, but mostly Republican",0
David Blitzer,Philadelphia 76ers,NBA,PORTMAN FOR SENATE COMMITTEE,4700,2016,Republican,0
David Blitzer,Philadelphia 76ers,NBA,GEORGE HOLDING FOR CONGRESS INC.,3700,2018,Republican,0
David Blitzer,Philadelphia 76ers,NBA,COLLINS FOR SENATOR,2800,2020,Republican,0
David Blitzer,Philadelphia 76ers,NBA,WINRED,2800,2020,Republican,0
David Blitzer,Philadelphia 76ers,NBA,ANTONE FOR CONGRESS,2800,2020,Democrat,0
David Blitzer,Philadelphia 76ers,NBA,BIDEN FOR PRESIDENT,2800,2020,Democrat,0
David Blitzer,Philadelphia 76ers,NBA,CARUSO-CABRERA FOR NEW YORK,2800,2020,Democrat,0
David Blitzer,Philadelphia 76ers,NBA,CORY BOOKER FOR SENATE,2800,2020,Democrat,0
David Blitzer,Philadelphia 76ers,NBA,DONALD NORCROSS FOR CONGRESS,2800,2020,Democrat,0
David Blitzer,Philadelphia 76ers,NBA,FRIENDS OF DAN FEEHAN,2800,2020,Democrat,0
David Blitzer,Philadelphia 76ers,NBA,JONES VICTORY FUND,2800,2020,Democrat,0
David Blitzer,Philadelphia 76ers,NBA,MAX ROSE FOR CONGRESS,2800,2020,Democrat,0
David Blitzer,Philadelphia 76ers,NBA,PEOPLE POWERED ACTION,2800,2020,Democrat,0
David Blitzer,Philadelphia 76ers,NBA,WIN THE ERA PAC,2800,2020,Democrat,0
David Blitzer,Philadelphia 76ers,NBA,FRIENDS OF ROY BLUNT,2700,2016,Republican,0
David Blitzer,Philadelphia 76ers,NBA,KIRK FOR SENATE,2700,2016,Republican,0
David Blitzer,Philadelphia 76ers,NBA,MARCO RUBIO FOR SENATE 2016,2700,2016,Republican,0
David Blitzer,Philadelphia 76ers,NBA,TIM SCOTT FOR SENATE,2700,2016,Republican,0
David Blitzer,Philadelphia 76ers,NBA,BENNET COLORADO VICTORY,2700,2016,Democrat,0
David Blitzer,Philadelphia 76ers,NBA,DONALD NORCROSS FOR CONGRESS,2700,2016,Democrat,0
David Blitzer,Philadelphia 76ers,NBA,MALONEY FOR CONGRESS,2700,2016,Democrat,0
David Blitzer,Philadelphia 76ers,NBA,BRADY FOR CONGRESS,2700,2018,Republican,0
David Blitzer,Philadelphia 76ers,NBA,HELLER FOR SENATE,2700,2018,Republican,0
David Blitzer,Philadelphia 76ers,NBA,YOUNG HOOSIER VICTORY FUND,2700,2018,Republican,0
David Blitzer,Philadelphia 76ers,NBA,BILL NELSON FOR US SENATE,2700,2018,Democrat,0
David Blitzer,Philadelphia 76ers,NBA,CORY BOOKER FOR SENATE,2700,2018,Democrat,0
David Blitzer,Philadelphia 76ers,NBA,RO FOR CONGRESS INC,2700,2018,Democrat,0
David Blitzer,Philadelphia 76ers,NBA,FASO FOR CONGRESS,1000,2016,Republican,0
David Blitzer,Philadelphia 76ers,NBA,FRIENDS OF JOE HECK,1000,2016,Republican,0
David Blitzer,Philadelphia 76ers,NBA,MCHENRY FOR CONGRESS,1000,2016,Republican,0
David Blitzer,Philadelphia 76ers,NBA,THE RICHARD BURR COMMITTEE,1000,2016,Republican,0
David Blitzer,Philadelphia 76ers,NBA,BLUMENTHAL FOR CONNECTICUT,1000,2016,Democrat,0
David Blitzer,Philadelphia 76ers,NBA,"ANDY BARR FOR CONGRESS, INC.",1000,2018,Republican,0
David Blitzer,Philadelphia 76ers,NBA,BILL CASSIDY FOR US SENATE,1000,2018,Republican,0
David Blitzer,Philadelphia 76ers,NBA,MARSHA FOR SENATE,1000,2018,Republican,0
David Blitzer,Philadelphia 76ers,NBA,ACTBLUE,270,2016,Democrat,0
E. Stanley Kroenke and Ann Kroenke,Denver Nuggets,NBA,HILLARY VICTORY FUND,100000,2016,Democrat,1
E. Stanley Kroenke and Ann Kroenke,Denver Nuggets,NBA,NRSC,33400,2016,Republican,1
E. Stanley Kroenke and Ann Kroenke,Denver Nuggets,NBA,GRIDIRON-PAC,15000,2016,Bipartisan,1
Gail Miller,Utah Jazz,NBA,UTAH REPUBLICAN PARTY,10000,2016,Republican,1
Gail Miller,Utah Jazz,NBA,BELIEVE IN UTAH JOINT FUNDRAISING COMMITTEE,10000,2020,Republican,1
Gail Miller,Utah Jazz,NBA,UTAH REPUBLICAN PARTY,10000,2020,Republican,1
Gail Miller,Utah Jazz,NBA,AUTOMOTIVE FREE INTERNATIONAL TRADE PAC,10000,2020,"Bipartisan, but mostly Republican",1
Gail Miller,Utah Jazz,NBA,FRIENDS OF BEN MCADAMS,5600,2020,Democrat,1
Gail Miller,Utah Jazz,NBA,"JEB 2016, INC.",5400,2016,Republican,1
Gail Miller,Utah Jazz,NBA,ROMNEY FOR UTAH INC,5400,2018,Republican,1
Gail Miller,Utah Jazz,NBA,FRIENDS OF BEN MCADAMS,5400,2018,Democrat,1
Gail Miller,Utah Jazz,NBA,AUTOMOTIVE FREE INTERNATIONAL TRADE PAC,5000,2016,"Bipartisan, but mostly Republican",1
Gail Miller,Utah Jazz,NBA,AUTOMOTIVE FREE INTERNATIONAL TRADE PAC,5000,2018,"Bipartisan, but mostly Republican",1
Gail Miller,Utah Jazz,NBA,CURTIS FOR CONGRESS,2800,2020,Republican,1
Gail Miller,Utah Jazz,NBA,"FRIENDS FOR CHRIS STEWART, INC.",2800,2020,Republican,1
Gail Miller,Utah Jazz,NBA,CURTIS FOR CONGRESS,2500,2018,Republican,1
Gail Miller,Utah Jazz,NBA,FRIENDS OF MIA LOVE,2500,2018,Republican,1
Gail Miller,Utah Jazz,NBA,UTAH STATE DEMOCRATIC COMMITTEE,2500,2018,Democrat,1
Gail Miller,Utah Jazz,NBA,NATIONAL AUTOMOBILE DEALERS ASSOCIATION POLITICAL ACTION COMMITTEE,2500,2020,"Bipartisan, but mostly Republican",1
Gail Miller,Utah Jazz,NBA,BLAKE MOORE FOR CONGRESS,1500,2020,Republican,1
Gail Miller,Utah Jazz,NBA,FRIENDS OF MIKE LEE INC,1000,2016,Republican,1
Gail Miller,Utah Jazz,NBA,"THE NATIONAL ASSOCIATION OF PROFESSIONAL BASEBALL LEAGUES, INC. PAC, (MINOR LEAGUE BASEBALL PAC)",1000,2018,Bipartisan,1
Gail Miller,Utah Jazz,NBA,FRIENDS OF KERRY W. GIBSON,1000,2020,Republican,1
Gail Miller,Utah Jazz,NBA,"THE NATIONAL ASSOCIATION OF PROFESSIONAL BASEBALL LEAGUES, INC. PAC, (MINOR LEAGUE BASEBALL PAC)",1000,2020,Bipartisan,1
Gayle Benson,New Orleans Pelicans,NBA,"JEB 2016, INC.",2700,2016,Republican,1
Glen Taylor,Minnesota Timberwolves,NBA,SAVE OUR SENATE COMMITTEE,13500,2016,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,ALASKANS FOR DAN SULLIVAN,5600,2020,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,COLLINS FOR SENATOR,5600,2020,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,CORY GARDNER FOR SENATE,5600,2020,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,"JOHN JAMES FOR SENATE, INC.",5600,2020,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,MCSALLY FOR SENATE INC,5600,2020,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,PERDUE FOR SENATE,5600,2020,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,STEVE DAINES FOR MONTANA,5600,2020,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,THOM TILLIS COMMITTEE,5600,2020,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,ERNST VICTORY IOWA,2800,2020,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,FRIENDS OF JOE HECK,2700,2016,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,FRIENDS OF KELLY AYOTTE INC,2700,2016,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,FRIENDS OF PAT TOOMEY,2700,2016,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,JOHN KENNEDY FOR US,2700,2016,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,KIRK FOR SENATE,2700,2016,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,MARCO RUBIO FOR SENATE 2016,2700,2016,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,PORTMAN FOR SENATE COMMITTEE,2700,2016,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,RON JOHNSON FOR SENATE INC,2700,2016,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,THE RICHARD BURR COMMITTEE,2700,2016,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,CITIZENS FOR JOSH MANDEL INC,2700,2018,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,CRAMER FOR SENATE,2700,2018,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,HELLER FOR SENATE,2700,2018,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,HOUSLEY FOR SENATE COMMITTEE,2700,2018,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,JEFF FLAKE FOR US SENATE INC,2700,2018,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,JOSH HAWLEY FOR SENATE,2700,2018,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,KING FOR CONGRESS,2700,2018,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,MATT ROSENDALE FOR MONTANA,2700,2018,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,MCSALLY FOR SENATE INC,2700,2018,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,MIKE BRAUN FOR INDIANA,2700,2018,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,MORRISEY FOR SENATE INC,2700,2018,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,FRIENDS OF ERIK PAULSEN,2000,2018,Republican,0
Glen Taylor,Minnesota Timberwolves,NBA,FRIENDS OF HAGEDORN,2000,2018,Republican,0
Herbert Simon,Indiana Pacers,NBA,SMP,126900,2018,Democrat,0
