Owner,Team,League,Recipient,Amount,Election Year,Party,Female
Steve Ballmer,LA Clippers,NBA,DELBENE FOR CONGRESS,5400,2018,Democrat,0
Steve Ballmer,LA Clippers,NBA,FRIENDS OF MARIA,5400,2018,Democrat,0
Steve Ballmer,LA Clippers,NBA,MARK KELLY FOR SENATE,5400,2020,Democrat,0
Steve Ballmer,LA Clippers,NBA,DCCC,5000,2018,Democrat,0
Steve Ballmer,LA Clippers,NBA,WYDEN FOR SENATE,2700,2016,Democrat,0
Steve Ballmer,LA Clippers,NBA,MURRAY VICTORY FUND,2000,2016,Democrat,0
Steve Ballmer,LA Clippers,NBA,WASHINGTON STATE DEMOCRATIC CENTRAL COMMITTEE,1800,2016,Democrat,0
Ted Leonsis,Washington Wizards,NBA,HILLARY VICTORY FUND,108413,2016,Democrat,0
Ted Leonsis,Washington Wizards,NBA,VIRGINIA TOGETHER,10400,2018,Democrat,0
Ted Leonsis,Washington Wizards,NBA,FRIENDS OF JOHN SARBANES,5400,2016,Democrat,0
Ted Leonsis,Washington Wizards,NBA,KATHLEEN MATTHEWS FOR CONGRESS,5400,2016,Democrat,0
Ted Leonsis,Washington Wizards,NBA,MAGGIE FOR NH,5400,2016,Democrat,0
Ted Leonsis,Washington Wizards,NBA,WARNER VICTORY FUND,5400,2020,Democrat,0
Ted Leonsis,Washington Wizards,NBA,CONNOLLY FOR CONGRESS,5000,2018,Democrat,0
Ted Leonsis,Washington Wizards,NBA,LUANN BENNETT FOR CONGRESS,2700,2016,Democrat,0
Ted Leonsis,Washington Wizards,NBA,VAN HOLLEN FOR SENATE,2700,2016,Democrat,0
Ted Leonsis,Washington Wizards,NBA,"DAVID TRONE FOR CONGRESS, INC",2700,2018,Democrat,0
Ted Leonsis,Washington Wizards,NBA,DAS FOR CONGRESS,2600,2018,Democrat,0
Ted Leonsis,Washington Wizards,NBA,ALEX T FOR CONGRESS,2400,2018,Democrat,0
Ted Leonsis,Washington Wizards,NBA,THE NIKI TSONGAS COMMITTEE,2000,2016,Democrat,0
Ted Leonsis,Washington Wizards,NBA,FRIENDS OF JOHN SARBANES,2000,2018,Democrat,0
Ted Leonsis,Washington Wizards,NBA,FRIENDS OF JOHN DELANEY,1000,2016,Democrat,0
Tilman J. Fertitta,Houston Rockets,NBA,SCALISE LEADERSHIP FUND,110000,2018,Republican,0
Tilman J. Fertitta,Houston Rockets,NBA,SCALISE LEADERSHIP FUND,100000,2020,Republican,0
Tilman J. Fertitta,Houston Rockets,NBA,TRUMP VICTORY,70000,2020,Republican,0
Tilman J. Fertitta,Houston Rockets,NBA,CORNYN MAJORITY COMMITTEE,40700,2020,Republican,0
Tilman J. Fertitta,Houston Rockets,NBA,CORNYN MAJORITY COMMITTEE,38900,2018,Republican,0
Tilman J. Fertitta,Houston Rockets,NBA,TRUMP VICTORY,35000,2018,Republican,0
Tilman J. Fertitta,Houston Rockets,NBA,KEEP THE SENATE RED 2018,25000,2018,Republican,0
Tilman J. Fertitta,Houston Rockets,NBA,ARIZONA DEMOCRATIC PARTY,10000,2020,Democrat,0
Tilman J. Fertitta,Houston Rockets,NBA,PIERCE BUSH FOR CONGRESS,5600,2020,Republican,0
Tilman J. Fertitta,Houston Rockets,NBA,"DONALD J. TRUMP FOR PRESIDENT, INC.",5400,2018,Republican,0
Tilman J. Fertitta,Houston Rockets,NBA,TED CRUZ FOR SENATE,5400,2018,Republican,0
Tilman J. Fertitta,Houston Rockets,NBA,MARK KELLY FOR SENATE,5400,2020,Democrat,0
Tilman J. Fertitta,Houston Rockets,NBA,HUNT FOR CONGRESS,2800,2020,Republican,0
Tilman J. Fertitta,Houston Rockets,NBA,KEVIN ROBERTS FOR CONGRESS,2700,2018,Republican,0
Tilman J. Fertitta,Houston Rockets,NBA,MIKE BRAUN FOR INDIANA,2700,2018,Republican,0
Tilman J. Fertitta,Houston Rockets,NBA,ADAM SMITH FOR CONGRESS COMMITTEE,2700,2018,Democrat,0
Tilman J. Fertitta,Houston Rockets,NBA,SHEILA JACKSON LEE FOR CONGRESS,1000,2018,Democrat,0
Tilman J. Fertitta,Houston Rockets,NBA,CHARLIE CRIST FOR CONGRESS,500,2018,Democrat,0
Tom Gores,Detroit Pistons,NBA,HILLARY VICTORY FUND,50000,2016,Democrat,0
Tom Gores,Detroit Pistons,NBA,REPUBLICAN NATIONAL COMMITTEE,5400,2016,Republican,0
Tom Gores,Detroit Pistons,NBA,HILLARY FOR AMERICA,2700,2016,Democrat,0
Tony Ressler,Atlanta Hawks,NBA,SENATE MAJORITY PAC,25000,2016,Democrat,0
Tony Ressler,Atlanta Hawks,NBA,FRIENDS OF SCHUMER,5400,2016,Democrat,0
Tony Ressler,Atlanta Hawks,NBA,DEMOCRATS FOR OPPORTUNITY FUND,5000,2018,Democrat,0
Tony Ressler,Atlanta Hawks,NBA,BENNET FOR AMERICA,2800,2020,Democrat,0
Tony Ressler,Atlanta Hawks,NBA,ROYCE CAMPAIGN COMMITTEE,2700,2016,Republican,0
Tony Ressler,Atlanta Hawks,NBA,CITIZENS FOR WATERS,2700,2018,Democrat,0
Tony Ressler,Atlanta Hawks,NBA,HECK YES! VICTORY FUND,2000,2016,Republican,0
Tony Ressler,Atlanta Hawks,NBA,NRCC,2000,2016,Republican,0
Vivek Ranadive,Sacramento Kings,NBA,HILLARY VICTORY FUND,53031,2016,Democrat,0
Vivek Ranadive,Sacramento Kings,NBA,HILLARY FOR AMERICA,2700,2016,Democrat,0
Wes Edens,Milwaukee Bucks,NBA,THE PRINCIPLES PROJECT,75000,2018,Democrat,0
Wes Edens,Milwaukee Bucks,NBA,HILLARY ACTION FUND,33400,2016,Democrat,0
Wes Edens,Milwaukee Bucks,NBA,HILLARY VICTORY FUND,33400,2016,Democrat,0
Wes Edens,Milwaukee Bucks,NBA,KLOBUCHAR FOR MINNESOTA,5400,2018,Democrat,0
Wes Edens,Milwaukee Bucks,NBA,RUSS FOR WISCONSIN,2700,2016,Democrat,0
Wes Edens,Milwaukee Bucks,NBA,SEAN BARNEY FOR CONGRESS,2700,2016,Democrat,0
Wyc Grousbeck,Boston Celtics,NBA,RUFUS GIFFORD FOR CONGRESS,500,2020,Democrat,0
